bin/aten_graph_ref.ml	15	keep:other	| Error message -> Core.fail (`Tensor_bridge message)
bin/aten_graph_ref.ml	18	keep:other	| Error message -> Core.fail (`Encode message)
bin/aten_graph_ref.ml	35	keep:render	| Error e ->
bin/aten_ops_gen.ml	102	keep:other	| Error e -> die "%s: parse error: %s" origin e
bin/aten_ops_gen.ml	114	keep:other	| Error _ -> false
bin/aten_ops_gen.ml	119	keep:other	| None ->
bin/aten_ops_gen.ml	146	keep:other	| Error e -> die "dispatch: parse error: %s" e)
bin/aten_ops_gen.ml	168	keep:other	| Error (`Msg e) -> die "YAML parse error: %s" e
bin/aten_spec_verify.ml	32	keep:render	| Error e ->
bin/aten_spec_verify.ml	43	keep:other	| None, Print ->
bin/aten_spec_verify.ml	46	keep:other	| None, Eval ->
bin/aten_spec_verify.ml	49	keep:other	| None, Verify -> Aten_spec_run.compare_report spec)
bin/native_graph.ml	149	keep:other	| None -> Ok distance
bin/native_graph.ml	189	keep:other	| None -> ""
bin/native_graph.ml	219	exempt-lowering	| Error e ->
bin/native_graph.ml	229	exempt-lowering	| Error e ->
bin/native_graph.ml	242	exempt-lowering	| Error e ->
bin/native_graph.ml	276	exempt-lowering	| Error e ->
bin/native_graph.ml	281	keep:render	| None ->
bin/native_graph.ml	297	keep:render	| Error (distance, message) ->
bin/native_graph.ml	362	keep:other	| Error (`Unknown_effort other) ->
bin/native_graph.ml	416	keep:other	| None -> Graph_ir.Tensor_id.Map.empty
bin/native_graph.ml	467	keep:render	| None -> ()
bin/native_graph.ml	482	keep:render	| Error e, _ | _, Error e ->
bin/native_graph.ml	504	keep:render	| Error e ->
bin/native_graph.ml	545	exempt-lowering	| Error e ->
bin/native_graph.ml	552	keep:render	| None ->
bin/native_graph.ml	565	exempt-lowering	| Error e ->
bin/native_graph.ml	570	exempt-lowering	| Error e ->
bin/native_graph.ml	582	exempt-lowering	| Error e ->
bin/native_graph.ml	594	keep:other	| Error (_, message) -> Error message)
bin/native_graph.ml	606	keep:other	| Error message ->
bin/native_graph.ml	617	keep:render	| Error (distance, message) ->
bin/native_graph.ml	662	exempt-lowering	| Error e ->
bin/native_graph.ml	668	exempt-lowering	| Error e ->
bin/native_graph.ml	672	keep:other	| Error e ->
bin/native_graph.ml	694	keep:other	| None -> Graph_ir.Tensor_id.Map.empty
bin/native_graph.ml	704	keep:render	| Error e ->
bin/native_walk_run.ml	24	keep:other	| None -> Printf.printf "no walk recipe for %s (needs_meta)\n" target
bin/pt2_spec_gen.ml	18	keep:other	| Error e ->
bin/schema_gen.ml	8	keep:other	| Error (`Msg e) ->
lib/aten/aten_function_description.ml	21	keep:other	| None -> Printf.ksprintf failwith "unknown ScalarType code %d" c)
lib/aten/aten_tensor.ml	89	keep:raise-plain	| None -> raise (Error "of_bigarray: dtype mismatch"));
lib/aten/aten_tensor.ml	163	keep:raise-plain	| None -> raise (Error (Option.value (F.last_error ()) ~default:"to_string"))
lib/aten_gen/aten_config_gen.ml	15	keep:other	| None | Some "" -> op.name.base
lib/aten_gen/aten_config_gen.ml	56	keep:other	| None -> "D_none"
lib/aten_gen/aten_config_gen.ml	71	reduce:option-map	| None -> None
lib/aten_gen/aten_config_gen.ml	75	keep:other	| None -> "None"
lib/aten_gen/aten_config_gen.ml	100	reduce:option-map	| None -> None
lib/aten_gen/aten_config_gen.ml	113	keep:other	| None | Some "" -> "None"
lib/aten_gen/aten_config_gen.ml	205	emitted-text	| None -> ()
lib/aten_gen/aten_config_gen.ml	225	reduce:option-map	| None -> None
lib/aten_gen/aten_decode_gen.ml	40	keep:other	| None | Some "" -> op.name.base
lib/aten_gen/aten_decode_gen.ml	88	keep:other	| None ->
lib/aten_gen/aten_decode_gen.ml	185	reduce:option-map	| None -> None
lib/aten_gen/aten_emit.ml	107	emitted-text	| None -> Printf.ksprintf failwith "unknown ScalarType code %%d" i)
lib/aten_gen/aten_emit.ml	120	emitted-text	| None -> Printf.ksprintf failwith "unknown MemoryFormat code %%d" i)
lib/aten_gen/aten_emit.ml	189	emitted-text	| None -> scalar_ptr Aten_scalar.Tag.None_ None
lib/aten_gen/aten_emit.ml	206	emitted-text	| None -> Printf.ksprintf failwith "device view: unknown DeviceType code %%d" code
lib/aten_gen/aten_emit.ml	222	emitted-text	| None -> device_ptr (-1) 0
lib/aten_gen/aten_gen.ml	19	keep:other	| None | Some "" -> ("atg_" ^ op.name.base, op.name.base)
lib/aten_gen/aten_gen.ml	36	keep:other	| None -> Skipped "unsupported return shape"
lib/aten_gen/aten_gen.ml	51	keep:other	| None ->
lib/aten_gen/aten_spec_gen.ml	21	keep:other	| None | Some "" -> op.name.base
lib/aten_gen/aten_spec_gen.ml	36	keep:other	| None | Some "" -> op.name.base
lib/aten_gen/aten_spec_gen.ml	247	reduce:option-map	| None -> None
lib/aten_gen/aten_spec_gen.ml	271	keep:other	| None -> "")
lib/aten_gen/aten_spec_gen.ml	272	keep:other	| None -> ""
lib/aten_gen/aten_spec_gen.ml	362	emitted-text	| Error e -> Jsont.Error.msg Jsont.Meta.none e)
lib/aten_gen/aten_spec_gen.ml	363	emitted-text	| None -> Jsont.Error.msgf Jsont.Meta.none "op spec: missing \"target\""
lib/aten_gen/aten_spec_gen.ml	370	emitted-text	| None ->
lib/aten_gen/aten_spec_gen.ml	376	emitted-text	| Error e -> Jsont.Error.msg Jsont.Meta.none e)
lib/aten_gen/aten_spec_gen.ml	401	audit:option-fold	| None -> false
lib/aten_gen/aten_walk_gen.ml	121	keep:other	| None -> () (* no generated spec to build on *)
lib/aten_gen/aten_walk_gen.ml	129	keep:other	| None -> (
lib/aten_gen/aten_walk_gen.ml	134	keep:other	| None -> needs_meta := target :: !needs_meta)))
lib/aten_native_verify/interp_verify.ml	20	keep:render	| None -> ()
lib/aten_native_verify/interp_verify.ml	26	keep:render	| Error e ->
lib/aten_native_verify/verify.ml	83	keep:other	| None -> ()
lib/aten_native_verify/verify.ml	220	keep:other	| None -> Some (Core.Error.make (Missing_output { name }))
lib/aten_native_verify/verify.ml	224	keep:other	| Error e -> Some e))
lib/aten_schema/aten_func_ast.ml	80	keep:other	| None
lib/aten_schema/aten_func_ast.ml	89	keep:other	| None -> "None"
lib/aten_schema/aten_func_ast.ml	111	keep:render	| None -> Type.pp fmt a.ty
lib/aten_schema/aten_func_ast.ml	115	keep:render	| None -> ()
lib/aten_schema/aten_func_ast.ml	128	keep:render	| None -> Type.pp fmt r.ty
lib/aten_schema/aten_func_ast.ml	138	reduce:render	| None -> Format.pp_print_string fmt t.base
lib/aten_schema/aten_raw.ml	245	keep:other	| None -> Jsont.Error.msgf m "unknown %s: %S" kind s)
lib/aten_schema/aten_raw.ml	260	keep:other	| None -> Jsont.Error.msgf m "unknown variant: %S" p))
lib/aten_schema/aten_raw.ml	272	keep:other	| None -> Jsont.Error.msgf m "unknown backend: %S" p)
lib/aten_schema/aten_raw.ml	296	keep:other	| None -> Jsont.Error.msgf meta "unknown ufunc_inner_loop key: %S" k)
lib/aten_spec/dtype.ml	27	keep:other	| None -> Jsont.Error.msgf Jsont.Meta.none "unknown dtype %S" s)
lib/aten_spec/spec_util.ml	28	keep:other	| Error s -> Jsont.Error.msg meta s
lib/aten_spec/spec_util.ml	34	keep:other	| Error s -> Jsont.Error.msg meta s
lib/aten_spec/spec_util.ml	49	keep:other	| None ->
lib/aten_spec/tensor_spec.ml	27	keep:other	| None -> Jsont.Error.msgf Jsont.Meta.none "tensor: expected an object"
lib/aten_spec/tensor_spec.ml	32	keep:other	| None ->
lib/aten_spec/tensor_spec.ml	38	keep:other	| None ->
lib/aten_spec/tensor_spec.ml	49	keep:other	| None, Some v, None -> Random (Spec_util.dec Distribution.jsont v)
lib/aten_spec/tensor_spec.ml	50	keep:other	| None, None, Some v -> Sequence (Spec_util.dec seq_payload v)
lib/aten_spec/tensor_spec.ml	51	keep:other	| None, None, None ->
lib/aten_spec_run/aten_spec_run.ml	166	keep:other	| None -> 1
lib/aten_spec_run/aten_spec_run.ml	198	keep:render	| Error { Core.Error.kind = `Unhandled_op _; _ } ->
lib/aten_spec_run/aten_spec_run.ml	202	keep:render	| Error e ->
lib/aten_spec_run/aten_spec_run.ml	208	keep:render	| None ->
lib/aten_spec_run/aten_spec_run.ml	217	keep:render	| Error e ->
lib/aten_spec_run/aten_spec_run.ml	241	keep:render	| None -> (
lib/aten_spec_run/aten_spec_run.ml	244	keep:render	| None -> Format.pp_print_string ppf "<unsupported dtype>")
lib/aten_spec_run/aten_spec_run.ml	261	keep:render	| Error e ->
lib/aten_spec_run/aten_spec_run.ml	273	keep:other	| None -> `None
lib/aten_spec_run/aten_spec_run.ml	277	keep:other	| Error e -> `Eval_error e
lib/aten_spec_run/aten_spec_run.ml	289	keep:render	| None -> Format.fprintf ppf "  aten   %s = <missing>@." name);
lib/aten_spec_run/aten_spec_run.ml	305	keep:render	| None -> Format.fprintf ppf "  native %s = <missing>@." name))
lib/aten_spec_run/aten_spec_run.ml	380	keep:render	| Error e ->
lib/aten_spec_run/aten_spec_run.ml	396	keep:render	| None -> Format.fprintf ppf "  -> %s: <missing>@." name)
lib/aten_spec_run/aten_spec_run.ml	446	keep:render	| None -> Format.pp_print_string ppf " <empty>"
lib/aten_spec_run/aten_spec_run.ml	449	keep:render	| None -> (
lib/aten_spec_run/aten_spec_run.ml	456	keep:render	| None -> Format.pp_print_string ppf " <empty>"
lib/aten_spec_run/aten_spec_run.ml	459	keep:render	| None -> Format.pp_print_string ppf " <unsupported dtype>")
lib/aten_spec_run/aten_spec_run.ml	488	keep:render	| Error e ->
lib/aten_spec_run/aten_spec_run.ml	503	keep:render	| None -> Format.fprintf ppf "  -> %s: <missing>@." name)
lib/aten_spec_run/aten_spec_run.ml	533	keep:render	| Error { Core.Error.kind = `Unhandled_op _; _ } ->
lib/aten_spec_run/aten_spec_run.ml	536	keep:render	| Error e ->
lib/aten_spec_run/aten_spec_run.ml	552	keep:render	| None -> Format.fprintf ppf "  -> %s: <missing>@." name)
lib/aten_spec_run/aten_spec_run.ml	555	keep:render	| None ->
lib/aten_spec_run/aten_spec_run.ml	564	keep:render	| Error e ->
lib/core/core.ml	20	keep:render	| None ->
lib/core/core.ml	48	keep:other	| Error e -> Error { e with Error.kind = f e.Error.kind }
